product_id,sentiment_score
273691904,0.0
48481763,0.5105571380028358
214186194,0.7270251590272655
273386447,0.0
12416734,0.9145781227520534
10752430,0.3309342861175537
276471716,0.81413708672379
179063564,0.6842975676059723
179063952,0.5207085421210841
278424386,0.0
2316583,0.5570566692659932
22482263,0.9558489918708801
106362188,0.3913037896156311
22401003,0.8152257204055786
95039297,0.266279407342275
22172572,0.3971283435821533
229734186,0.0
196967274,0.0
277522498,0.0
106362540,0.0
196517620,0.5660289781434196
22400973,0.00036579370498657227
22482240,0.0
279268926,0.0
22367164,0.1991990327835083
208555407,0.0
247878997,0.0
22367134,0.9220393796761831
276079799,0.0
22367136,0.12869269980324638
177999989,0.0
22400987,0.0
150553700,0.0
22080377,-0.9863973259925842
8848897,0.4801701679825783
22400993,0.0
3858595,0.49753931909799576
22367144,0.0
106362420,0.0
22472006,0.0
262695717,0.30910063417334305
277621789,0.9928019046783447
274364967,0.652475118637085
17944552,0.8651126170980519
277621881,0.0
36085778,0.4528095066547394
57767468,0.4246806303660075
468077,0.8176092108090719
170706996,0.16484550030335135
205928393,0.0
707347,0.713399761252933
12138654,0.7373569872644212
106362503,0.9928293824195862
37890741,0.42933214315469714
56377199,0.6303987177935514
21054300,0.42355989292263985
4540793,0.6887398556787141
162530673,0.9510445892810822
46107066,0.8401019700935909
21053410,0.3178447087605794
38113246,0.9901402592658997
106362512,0.0
106362583,0.0
208169052,0.0
106362239,0.0
7833005,-0.29398077726364136
276849052,0.0
226206721,0.0
216213329,0.0
106362650,0.0
137246547,0.9915492534637451
22367462,0.0
248656090,0.0
208061971,0.0
40848432,0.9839665591716766
106362772,0.0
22172834,0.0
203910170,0.0
273899613,0.0
275377164,0.0
275853495,0.0
276302718,0.0
275337800,0.5893930047750473
276079777,-0.5518034100532532
277553069,0.0
170298025,0.4999984800815582
272000440,0.0
272000436,-0.06357273459434509
79104663,0.9858075380325317
21435644,0.002436891198158264
277522497,0.0
1387539,0.5503291209538778
15180358,0.6305629551410675
2254441,0.29696224133173627
56377195,0.13834572755373442
20703321,0.0
195801687,-0.001550331711769104
76176359,0.278481250628829
12416740,0.8668313324451447
116396339,0.3374423682689667
36399722,0.3625756800174713
92010647,0.0
93328168,0.592740174382925
271089997,0.9878858327865601
278023811,0.0
277541366,0.0
225342427,0.0
22367442,0.0
275303555,0.0
109861915,0.9894943833351135
37320767,0.9926532804965973
1533435,0.493728335414614
74855023,0.9682264775037766
273458765,0.0
55066553,0.6916552952357701
202960726,0.0
273657978,0.0
208917687,0.0
275397999,0.0
106362827,0.0
274927641,0.496043860912323
276886061,0.9221396487812663
277348561,0.0
578262,0.6348042573247638
274845339,0.986992746591568
47438208,0.3284312632025742
278619822,0.0
20555379,0.9884269535541534
170708229,0.8464610236031669
67694211,0.7917622268199921
270660514,0.548677636044366
263515801,0.9184707403182983
273822776,0.9917769432067871
10118602,0.1277357116341591
65099023,0.6087396732148003
8845822,0.48568448077800663
22482291,0.45943187177181244
599037,0.4888106143033063
106362479,0.9911606907844543
48227089,0.0
174491477,0.0
275382105,0.0
77231301,0.0
35591909,0.0
278967677,0.0
9948027,0.8678767532110214
188282978,0.0
271198555,0.0
86417789,0.5079940505649733
277772525,0.0
561056,0.34905129857361317
247324353,0.0
3230749,0.6026677966117859
105366577,0.0
137443776,0.0
8835159,0.5209938303018228
735275,0.8020128928698026
242487251,0.0
199895788,0.0
279093678,0.0
136069077,0.0
136076266,0.0
106362670,0.0
30757177,0.3908614340950461
277941263,0.0
12416736,0.5531356851259868
44017483,0.558180874044245
22482320,0.0
39154038,0.9809308648109436
200852591,0.002984205881754557
735295,0.3244275053342183
274988397,0.9375048875808716
208170349,0.0
278023776,0.0
276503414,0.0
253396845,0.0
13579551,0.3118545309357021
106362859,0.0
195505676,0.0
230010726,0.9913250207901001
277772515,0.0
1938891,0.49276570924397173
277541356,0.0
37216512,0.0
185435287,0.0
275853524,0.0
279272179,0.0
208406245,0.0
22172685,0.992489367723465
109515302,0.7059819102287292
180230977,0.47181806961695355
35279658,0.0
275365185,0.0
573513,0.5819623390833537
179214462,-0.00020942517689296177
106362520,0.0
165189120,0.0
252186165,0.0
277600246,0.9909122884273529
22172884,0.0
41092521,0.0
41294597,-0.27844544251759845
73593776,0.7201002227223438
278095411,0.0963976112279025
273203385,0.0
184629945,0.9800986528396607
6543919,0.41792421681540354
200751333,0.0
273643613,0.8440833489100138
277522502,0.0
551563,0.5355983634789785
22401005,0.992421567440033
279332391,0.0
8011021,0.21919681628545126
274548633,0.25249386578798294
211008072,0.0
36085774,0.0
3957065,0.9466883093118668
273646168,0.0
619275,0.33668707949774607
19907713,0.54823723104265
77221977,0.0
70016676,0.4648906304722741
5067169,0.5441340931824276
172377932,0.0
275351385,0.0
106362298,0.0
6512121,0.0023445487022399902
106362675,0.0
189940673,0.7024050762778834
208560888,0.0
124882605,0.0
276509016,0.0
69060822,-0.9774683912595113
165030731,0.39703692197799684
275396709,0.0
275396707,0.0
12141178,0.5709935103853544
276503526,0.0
106362717,0.0
275339023,0.0
127032268,0.0
137592720,0.0
1464015,0.8194710279212278
127033514,0.0
273678492,0.9749303162097931
